Order_ID,Order_Date,Customer_ID,Gender,Age,Customer_Segment,Membership_Type,State,City,Region,Product_Name,Brand,Quantity,Unit_Price,Unit_Cost,Discount_Percentage,Revenue,Cost,Profit,Profit_Margin,Payment_Method,Order_Status
ORD101734,2021-09-05,CUST8912,Male,24,Retail,Platinum,Tamil Nadu,Chennai,South,Smart Watch,Samsung,4,67975,45336,15,231115,181344,49771,21.54,Net Banking,Delivered
ORD101735,2023-03-18,CUST8640,Female,40,Corporate,Gold,Delhi,New Delhi,North,Refrigerator,LG,3,67252,49250,5,191668.2,147750,43918.2,22.91,EMI,Delivered
ORD101736,2021-12-07,CUST7201,Male,44,Small Business,Silver,Delhi,New Delhi,North,Air Fryer,Philips,5,18549,12813,15,78833.25,64065,14768.25,18.73,Net Banking,Returned
ORD101737,2021-11-28,CUST2828,Male,33,Corporate,Silver,Telangana,Hyderabad,South,Soundbar,JBL,4,75261,54531,0,301044,218124,82920,27.54,UPI,Delivered
ORD101738,2022-03-01,CUST2564,Male,22,Retail,Platinum,Delhi,New Delhi,North,Air Conditioner,Voltas,3,51385,43852,15,131031.75,131556,-524.25,-0.4,UPI,Delivered
ORD101739,2024-03-08,CUST4870,Male,18,Corporate,Gold,Gujarat,Ahmedabad,West,Earbuds,Samsung,5,67456,49661,10,303552,248305,55247,18.2,Credit Card,Delivered
ORD101740,2024-02-29,CUST4921,Female,46,Retail,Platinum,Karnataka,Bengaluru,South,Laptop,HP,1,66598,48721,15,56608.3,48721,7887.3,13.93,Net Banking,Delivered
ORD101741,2025-08-04,CUST2796,Male,48,Retail,Silver,Maharashtra,Mumbai,West,Bluetooth Speaker,JBL,3,86807,56631,20,208336.8,169893,38443.8,18.45,Debit Card,Delivered
ORD101742,2023-11-13,CUST2683,Female,60,Corporate,Gold,Maharashtra,Mumbai,West,Galaxy Phone,Samsung,1,57148,43112,5,54290.6,43112,11178.6,20.59,UPI,Delivered
ORD101743,2025-04-15,CUST7047,Female,64,Retail,Platinum,Karnataka,Bengaluru,South,OLED TV,Sony,1,24677,16608,0,24677,16608,8069,32.7,Net Banking,Delivered
ORD101744,2024-04-26,CUST5260,Male,40,Premium,Gold,Karnataka,Bengaluru,South,OnePlus Phone,OnePlus,4,18795,15218,10,67662,60872,6790,10.04,UPI,Delivered
ORD101745,2023-09-11,CUST4991,Female,64,Premium,Silver,Karnataka,Bengaluru,South,OLED TV,Sony,1,5046,3884,10,4541.4,3884,657.4,14.48,Credit Card,Delivered
ORD101746,2023-04-25,CUST1049,Male,46,Small Business,Silver,Maharashtra,Mumbai,West,Air Conditioner,Voltas,1,20660,18155,10,18594,18155,439,2.36,UPI,Delivered
ORD101747,2023-08-06,CUST8285,Female,38,Premium,Platinum,Karnataka,Bengaluru,South,Air Conditioner,Voltas,5,82924,71634,15,352427,358170,-5743,-1.63,Net Banking,Delivered
ORD101748,2025-03-20,CUST2073,Male,41,Small Business,Silver,Delhi,New Delhi,North,Vacuum Cleaner,Dyson,1,62821,51831,10,56538.9,51831,4707.9,8.33,Credit Card,Delivered
ORD101749,2023-04-11,CUST2157,Female,36,Corporate,Silver,Telangana,Hyderabad,South,Smart TV,Samsung,5,16482,13032,10,74169,65160,9009,12.15,Debit Card,Delivered
ORD101750,2021-10-27,CUST8912,Male,44,Small Business,Gold,Maharashtra,Mumbai,West,Laptop,HP,4,24470,16165,20,78304,64660,13644,17.42,Net Banking,Delivered
ORD101751,2025-01-11,CUST9123,Male,48,Retail,Gold,Karnataka,Bengaluru,South,Tablet,Samsung,2,15025,12453,0,30050,24906,5144,17.12,UPI,Cancelled
ORD101752,2022-07-17,CUST1575,Male,33,Retail,Silver,Karnataka,Bengaluru,South,Monitor,Dell,2,7967,6328,15,13543.9,12656,887.9,6.56,EMI,Delivered
ORD101753,2023-12-26,CUST9716,Female,20,Premium,Silver,Tamil Nadu,Chennai,South,Printer,HP,1,72947,50674,10,65652.3,50674,14978.3,22.81,EMI,Delivered
ORD101754,2021-02-17,CUST9597,Male,51,Small Business,Gold,Andhra Pradesh,Vijayawada,South,MacBook,Apple,1,81513,61115,20,65210.4,61115,4095.4,6.28,Debit Card,Delivered
ORD101755,2021-02-15,CUST5513,Male,34,Small Business,Silver,Tamil Nadu,Chennai,South,Gaming Console,Sony,4,76155,53300,0,304620,213200,91420,30.01,Debit Card,Delivered
ORD101756,2021-10-29,CUST8385,Male,20,Retail,Silver,Telangana,Hyderabad,South,Water Purifier,Kent,2,43841,31024,0,87682,62048,25634,29.24,Credit Card,Delivered
ORD101757,2023-07-30,CUST5955,Female,30,Small Business,Platinum,Karnataka,Bengaluru,South,Soundbar,JBL,5,9082,6099,5,43139.5,30495,12644.5,29.31,Net Banking,Returned
ORD101758,2025-12-09,CUST8215,Female,61,Retail,Platinum,Maharashtra,Mumbai,West,Microwave,Panasonic,3,54760,36618,10,147852,109854,37998,25.7,Debit Card,Delivered
ORD101759,2021-11-16,CUST9895,Female,63,Premium,Silver,Delhi,New Delhi,North,Refrigerator,Whirlpool,1,10400,8822,0,10400,8822,1578,15.17,EMI,Delivered
ORD101760,2021-02-12,CUST9456,Female,28,Small Business,Silver,Tamil Nadu,Chennai,South,Soundbar,JBL,4,76948,50352,15,261623.2,201408,60215.2,23.02,Net Banking,Delivered
ORD101761,2025-12-23,CUST6513,Male,50,Premium,Platinum,Maharashtra,Mumbai,West,Smart TV,Samsung,4,53165,39674,20,170128,158696,11432,6.72,UPI,Delivered
ORD101762,2022-01-27,CUST3740,Female,41,Corporate,Gold,Maharashtra,Mumbai,West,Earbuds,Apple,3,64115,49951,20,153876,149853,4023,2.61,EMI,Delivered
ORD101763,2023-01-17,CUST1087,Female,62,Corporate,Gold,West Bengal,Kolkata,East,Tablet,Samsung,4,10478,7304,10,37720.8,29216,8504.8,22.55,UPI,Delivered
ORD101764,2024-05-01,CUST1009,Male,52,Corporate,Gold,Andhra Pradesh,Vijayawada,South,Laptop,Dell,1,88466,72847,15,75196.1,72847,2349.1,3.12,EMI,Delivered
ORD101765,2024-01-19,CUST6026,Male,60,Corporate,Gold,Gujarat,Ahmedabad,West,Soundbar,JBL,1,25448,22288,0,25448,22288,3160,12.42,Debit Card,Delivered
ORD101766,2022-02-04,CUST3828,Female,49,Retail,Gold,Telangana,Hyderabad,South,Washing Machine,LG,2,65027,51387,10,117048.6,102774,14274.6,12.2,EMI,Delivered
ORD101767,2023-06-10,CUST3987,Female,27,Corporate,Gold,Maharashtra,Mumbai,West,Soundbar,JBL,2,53929,36290,20,86286.4,72580,13706.4,15.88,Net Banking,Delivered
ORD101768,2024-02-06,CUST8985,Female,53,Corporate,Silver,Andhra Pradesh,Vijayawada,South,Air Conditioner,Voltas,1,72016,54963,20,57612.8,54963,2649.8,4.6,EMI,Delivered
ORD101769,2025-11-01,CUST1521,Male,40,Premium,Platinum,Karnataka,Bengaluru,South,Tablet,Samsung,3,3323,2378,0,9969,7134,2835,28.44,Net Banking,Delivered
ORD101770,2021-07-08,CUST4791,Female,32,Corporate,Platinum,Karnataka,Bengaluru,South,Washing Machine,LG,2,47871,36062,0,95742,72124,23618,24.67,UPI,Delivered
ORD101771,2022-03-22,CUST5757,Female,47,Small Business,Gold,Telangana,Hyderabad,South,Laptop,Lenovo,1,15984,13981,0,15984,13981,2003,12.53,EMI,Delivered
ORD101772,2023-07-07,CUST1931,Male,24,Corporate,Gold,Delhi,New Delhi,North,Water Purifier,Kent,1,14581,11231,20,11664.8,11231,433.8,3.72,Credit Card,Delivered
ORD101773,2024-03-25,CUST8641,Male,56,Premium,Platinum,Andhra Pradesh,Vijayawada,South,Bluetooth Speaker,JBL,1,34195,22687,0,34195,22687,11508,33.65,EMI,Delivered
ORD101774,2021-01-23,CUST7892,Male,44,Retail,Gold,West Bengal,Kolkata,East,iPhone,Apple,4,89726,62013,0,358904,248052,110852,30.89,EMI,Delivered
ORD101775,2025-06-06,CUST2810,Female,26,Retail,Gold,Gujarat,Ahmedabad,West,Printer,HP,5,79933,69200,20,319732,346000,-26268,-8.22,UPI,Delivered
ORD101776,2023-04-01,CUST1290,Female,32,Small Business,Silver,Telangana,Hyderabad,South,Refrigerator,LG,1,41344,35928,15,35142.4,35928,-785.6,-2.24,UPI,Delivered
ORD101777,2025-02-26,CUST9506,Female,24,Premium,Silver,Tamil Nadu,Chennai,South,Refrigerator,LG,2,24120,18089,15,41004,36178,4826,11.77,UPI,Delivered
ORD101778,2022-12-30,CUST3012,Male,52,Retail,Gold,West Bengal,Kolkata,East,Air Conditioner,Voltas,4,18683,16124,10,67258.8,64496,2762.8,4.11,Debit Card,Delivered
ORD101779,2022-02-18,CUST9633,Female,28,Corporate,Platinum,Tamil Nadu,Chennai,South,Laptop,HP,1,58711,42859,20,46968.8,42859,4109.8,8.75,Net Banking,Delivered
ORD101780,2025-04-16,CUST6486,Male,35,Corporate,Platinum,Karnataka,Bengaluru,South,Tablet,Samsung,5,23694,19084,0,118470,95420,23050,19.46,EMI,Delivered
ORD101781,2021-08-09,CUST4100,Female,61,Small Business,Silver,Maharashtra,Mumbai,West,Laptop,Dell,1,18846,15088,20,15076.8,15088,-11.2,-0.07,Debit Card,Delivered
ORD101782,2021-07-14,CUST5011,Female,32,Premium,Platinum,Maharashtra,Mumbai,West,Vacuum Cleaner,Dyson,2,8763,6306,20,14020.8,12612,1408.8,10.05,UPI,Delivered
ORD101783,2022-07-10,CUST7751,Male,22,Corporate,Gold,Gujarat,Ahmedabad,West,Laptop,Dell,4,49928,37541,5,189726.4,150164,39562.4,20.85,EMI,Delivered
ORD101784,2022-10-17,CUST9028,Male,35,Corporate,Silver,West Bengal,Kolkata,East,MacBook,Apple,5,30433,24283,5,144556.75,121415,23141.75,16.01,Net Banking,Delivered
ORD101785,2025-10-08,CUST9174,Female,54,Retail,Platinum,Karnataka,Bengaluru,South,Laptop,Lenovo,2,28535,21169,20,45656,42338,3318,7.27,EMI,Delivered
ORD101786,2024-07-25,CUST9714,Male,60,Small Business,Gold,West Bengal,Kolkata,East,Galaxy Phone,Samsung,4,71729,50799,0,286916,203196,83720,29.18,EMI,Delivered
ORD101787,2021-01-27,CUST4608,Female,56,Small Business,Gold,Maharashtra,Mumbai,West,Smart TV,LG,1,71761,50278,15,60996.85,50278,10718.85,17.57,Credit Card,Delivered
ORD101788,2021-10-31,CUST9497,Male,37,Retail,Gold,Tamil Nadu,Chennai,South,Laptop,HP,4,57945,48839,5,220191,195356,24835,11.28,UPI,Returned
ORD101789,2024-03-04,CUST3878,Female,32,Corporate,Silver,Delhi,New Delhi,North,Smart TV,Samsung,5,52335,38713,15,222423.75,193565,28858.75,12.97,Net Banking,Delivered
ORD101790,2023-08-11,CUST4323,Male,26,Premium,Platinum,Andhra Pradesh,Vijayawada,South,OLED TV,Sony,3,45574,37110,20,109377.6,111330,-1952.4,-1.79,UPI,Delivered
ORD101791,2024-01-23,CUST6584,Male,51,Small Business,Silver,Delhi,New Delhi,North,Laptop,HP,4,55072,44724,0,220288,178896,41392,18.79,EMI,Delivered
ORD101792,2021-04-19,CUST6884,Female,61,Small Business,Gold,West Bengal,Kolkata,East,Laptop,Dell,1,49206,32640,15,41825.1,32640,9185.1,21.96,Net Banking,Delivered
ORD101793,2025-07-26,CUST1635,Male,40,Corporate,Platinum,Maharashtra,Mumbai,West,Washing Machine,LG,2,13666,10317,10,24598.8,20634,3964.8,16.12,Net Banking,Delivered
ORD101794,2025-08-08,CUST7295,Female,60,Small Business,Gold,Delhi,New Delhi,North,Bluetooth Speaker,JBL,4,20656,13739,0,82624,54956,27668,33.49,Credit Card,Delivered
ORD101795,2022-03-15,CUST7038,Male,42,Retail,Gold,Karnataka,Bengaluru,South,Laptop,Lenovo,2,17990,15018,15,30583,30036,547,1.79,Debit Card,Delivered
ORD101796,2025-01-21,CUST6629,Female,45,Retail,Gold,Maharashtra,Mumbai,West,Bluetooth Speaker,JBL,1,23578,17170,5,22399.1,17170,5229.1,23.35,Debit Card,Cancelled
ORD101797,2021-05-07,CUST1742,Male,53,Corporate,Platinum,Maharashtra,Mumbai,West,Monitor,Dell,5,81162,56578,5,385519.5,282890,102629.5,26.62,Credit Card,Delivered
ORD101798,2025-02-07,CUST5855,Female,41,Small Business,Silver,Delhi,New Delhi,North,Printer,HP,5,53288,38592,5,253118,192960,60158,23.77,Net Banking,Returned
ORD101799,2022-02-03,CUST2064,Female,65,Corporate,Gold,Gujarat,Ahmedabad,West,Refrigerator,Whirlpool,4,69027,55856,10,248497.2,223424,25073.2,10.09,Net Banking,Delivered
ORD101800,2021-01-30,CUST5564,Female,36,Corporate,Platinum,Tamil Nadu,Chennai,South,Laptop,Lenovo,1,49019,40575,10,44117.1,40575,3542.1,8.03,Net Banking,Delivered
ORD101801,2022-07-28,CUST6794,Female,31,Premium,Platinum,Maharashtra,Mumbai,West,Tablet,Samsung,4,71802,57371,10,258487.2,229484,29003.2,11.22,Net Banking,Delivered
ORD101802,2021-02-22,CUST7936,Male,39,Premium,Silver,Gujarat,Ahmedabad,West,Smart Watch,Samsung,5,59623,49647,20,238492,248235,-9743,-4.09,Credit Card,Delivered
ORD101803,2024-07-21,CUST9815,Female,21,Corporate,Silver,Andhra Pradesh,Vijayawada,South,Refrigerator,Whirlpool,1,62195,54658,5,59085.25,54658,4427.25,7.49,UPI,Delivered
ORD101804,2024-02-11,CUST7551,Male,40,Retail,Silver,Delhi,New Delhi,North,Laptop,Lenovo,3,13179,9501,15,33606.45,28503,5103.45,15.19,EMI,Delivered
ORD101805,2024-04-19,CUST4272,Male,57,Corporate,Silver,Andhra Pradesh,Vijayawada,South,Gaming Console,Sony,1,35807,23553,0,35807,23553,12254,34.22,Debit Card,Delivered
ORD101806,2024-12-31,CUST1016,Male,20,Premium,Gold,West Bengal,Kolkata,East,Printer,HP,5,44767,33471,0,223835,167355,56480,25.23,Credit Card,Delivered
ORD101807,2025-06-15,CUST8774,Female,26,Premium,Platinum,Karnataka,Bengaluru,South,OnePlus Phone,OnePlus,3,48539,39644,0,145617,118932,26685,18.33,Debit Card,Delivered
ORD101808,2022-10-06,CUST7272,Male,25,Small Business,Platinum,Andhra Pradesh,Vijayawada,South,iPad,Apple,1,43180,32568,10,38862,32568,6294,16.2,Net Banking,Returned
ORD101809,2022-06-13,CUST2491,Female,34,Retail,Silver,Maharashtra,Mumbai,West,Smart TV,LG,4,11284,9035,20,36108.8,36140,-31.2,-0.09,EMI,Delivered
ORD101810,2024-12-04,CUST4394,Male,59,Retail,Silver,Maharashtra,Mumbai,West,Air Fryer,Philips,3,72842,49393,0,218526,148179,70347,32.19,UPI,Delivered
ORD101811,2024-11-03,CUST1141,Male,34,Small Business,Platinum,Andhra Pradesh,Vijayawada,South,Air Fryer,Philips,5,70711,50316,5,335877.25,251580,84297.25,25.1,Debit Card,Delivered
ORD101812,2022-09-13,CUST8946,Female,26,Small Business,Gold,Maharashtra,Mumbai,West,Smart TV,LG,2,86571,68950,10,155827.8,137900,17927.8,11.5,EMI,Delivered
ORD101813,2024-09-18,CUST5699,Female,62,Corporate,Gold,Delhi,New Delhi,North,Refrigerator,Whirlpool,2,85967,64619,5,163337.3,129238,34099.3,20.88,UPI,Delivered
ORD101814,2024-12-06,CUST2316,Female,50,Premium,Platinum,Delhi,New Delhi,North,Bluetooth Speaker,JBL,4,17811,14022,15,60557.4,56088,4469.4,7.38,Debit Card,Delivered
ORD101815,2021-05-27,CUST5911,Male,49,Retail,Silver,Maharashtra,Mumbai,West,Earbuds,Apple,2,42436,28378,5,80628.4,56756,23872.4,29.61,EMI,Delivered
ORD101816,2021-02-18,CUST7685,Male,53,Small Business,Platinum,Andhra Pradesh,Vijayawada,South,Smart Watch,Apple,1,29615,20237,5,28134.25,20237,7897.25,28.07,EMI,Delivered
ORD101817,2021-08-06,CUST3681,Female,30,Premium,Platinum,Maharashtra,Mumbai,West,Soundbar,JBL,4,72696,63797,15,247166.4,255188,-8021.6,-3.25,Net Banking,Delivered
ORD101818,2023-08-30,CUST3254,Female,46,Retail,Platinum,Tamil Nadu,Chennai,South,iPad,Apple,3,33890,28739,0,101670,86217,15453,15.2,EMI,Delivered
ORD101819,2021-03-17,CUST2113,Female,55,Corporate,Silver,Gujarat,Ahmedabad,West,Smart TV,Samsung,5,74861,60047,5,355589.75,300235,55354.75,15.57,Net Banking,Delivered
ORD101820,2021-03-16,CUST8903,Male,39,Corporate,Platinum,Gujarat,Ahmedabad,West,Earbuds,Samsung,3,17108,14571,15,43625.4,43713,-87.6,-0.2,Credit Card,Delivered
ORD101821,2024-02-08,CUST9393,Male,62,Retail,Platinum,Karnataka,Bengaluru,South,Refrigerator,LG,5,53776,43253,20,215104,216265,-1161,-0.54,UPI,Delivered
ORD101822,2023-08-20,CUST8274,Male,19,Corporate,Platinum,Delhi,New Delhi,North,Tablet,Samsung,5,55975,48866,15,237893.75,244330,-6436.25,-2.71,Debit Card,Delivered
ORD101823,2021-03-28,CUST5279,Female,65,Premium,Gold,West Bengal,Kolkata,East,Bluetooth Speaker,JBL,2,74486,52970,15,126626.2,105940,20686.2,16.34,UPI,Delivered
ORD101824,2021-01-19,CUST5107,Female,23,Premium,Silver,Delhi,New Delhi,North,OLED TV,Sony,2,61695,44680,20,98712,89360,9352,9.47,Debit Card,Delivered
ORD101825,2021-01-01,CUST5934,Male,25,Corporate,Gold,Maharashtra,Mumbai,West,Bluetooth Speaker,JBL,1,31037,20362,5,29485.15,20362,9123.15,30.94,EMI,Delivered
ORD101826,2023-11-26,CUST6106,Female,24,Premium,Platinum,Andhra Pradesh,Vijayawada,South,Air Conditioner,Daikin,2,18778,15679,15,31922.6,31358,564.6,1.77,Net Banking,Delivered
ORD101827,2021-03-02,CUST7325,Female,57,Premium,Platinum,Gujarat,Ahmedabad,West,Air Fryer,Philips,5,80462,55281,5,382194.5,276405,105789.5,27.68,Credit Card,Delivered
ORD101828,2022-07-08,CUST1737,Male,38,Corporate,Gold,Maharashtra,Mumbai,West,Vacuum Cleaner,Dyson,5,72328,49069,0,361640,245345,116295,32.16,EMI,Delivered
ORD101829,2023-06-06,CUST9471,Male,49,Small Business,Gold,Andhra Pradesh,Vijayawada,South,OnePlus Phone,OnePlus,5,42392,36352,10,190764,181760,9004,4.72,EMI,Delivered
ORD101830,2025-01-20,CUST3341,Female,23,Premium,Gold,West Bengal,Kolkata,East,Washing Machine,LG,3,87988,71939,10,237567.6,215817,21750.6,9.16,Debit Card,Delivered
ORD101831,2025-12-01,CUST8629,Female,33,Premium,Gold,West Bengal,Kolkata,East,Laptop,Dell,3,79606,60638,15,202995.3,181914,21081.3,10.39,Net Banking,Delivered
ORD101832,2021-11-09,CUST4245,Male,63,Small Business,Platinum,Karnataka,Bengaluru,South,OLED TV,Sony,5,10625,7304,5,50468.75,36520,13948.75,27.64,Net Banking,Delivered
ORD101833,2023-08-21,CUST3772,Male,41,Corporate,Silver,Gujarat,Ahmedabad,West,OLED TV,Sony,1,12673,9830,10,11405.7,9830,1575.7,13.82,EMI,Delivered
ORD101834,2024-08-18,CUST5536,Male,23,Premium,Gold,Telangana,Hyderabad,South,Smart Watch,Samsung,4,40180,26256,15,136612,105024,31588,23.12,UPI,Delivered
ORD101835,2025-08-02,CUST8511,Female,31,Retail,Silver,Delhi,New Delhi,North,Smart Watch,Samsung,5,8290,5426,15,35232.5,27130,8102.5,23,EMI,Delivered
ORD101836,2021-10-17,CUST7551,Female,47,Retail,Platinum,West Bengal,Kolkata,East,Bluetooth Speaker,JBL,3,37145,31895,10,100291.5,95685,4606.5,4.59,UPI,Delivered
ORD101837,2025-01-25,CUST5149,Male,46,Premium,Silver,Maharashtra,Mumbai,West,Monitor,Dell,4,16785,11520,5,63783,46080,17703,27.76,Debit Card,Delivered
ORD101838,2023-10-05,CUST4188,Male,24,Retail,Gold,Gujarat,Ahmedabad,West,Smart Watch,Samsung,3,12319,8671,10,33261.3,26013,7248.3,21.79,Credit Card,Delivered
ORD101839,2024-06-15,CUST9442,Male,50,Premium,Silver,West Bengal,Kolkata,East,Smart Watch,Samsung,2,53472,40989,15,90902.4,81978,8924.4,9.82,Net Banking,Delivered
ORD101840,2025-05-18,CUST2531,Female,26,Small Business,Silver,Telangana,Hyderabad,South,Smart Watch,Apple,3,48141,40065,20,115538.4,120195,-4656.6,-4.03,EMI,Cancelled
ORD101841,2024-03-21,CUST8082,Male,26,Small Business,Silver,Tamil Nadu,Chennai,South,Air Conditioner,Daikin,3,45636,32159,5,130062.6,96477,33585.6,25.82,UPI,Delivered
ORD101842,2023-09-10,CUST7806,Male,33,Small Business,Platinum,Telangana,Hyderabad,South,Soundbar,JBL,1,73347,51996,20,58677.6,51996,6681.6,11.39,Credit Card,Delivered
ORD101843,2021-06-15,CUST9645,Male,35,Retail,Silver,Andhra Pradesh,Vijayawada,South,Earbuds,Samsung,4,51269,43203,15,174314.6,172812,1502.6,0.86,UPI,Delivered
ORD101844,2023-05-29,CUST4107,Female,50,Small Business,Gold,Maharashtra,Mumbai,West,Tablet,Samsung,4,73005,63960,5,277419,255840,21579,7.78,Net Banking,Delivered
ORD101845,2023-12-23,CUST2439,Female,18,Small Business,Gold,West Bengal,Kolkata,East,Smart TV,LG,1,48241,38754,10,43416.9,38754,4662.9,10.74,Debit Card,Returned
ORD101846,2024-04-19,CUST2738,Male,58,Corporate,Gold,Andhra Pradesh,Vijayawada,South,Printer,HP,4,29226,20883,10,105213.6,83532,21681.6,20.61,Credit Card,Delivered
ORD101847,2021-03-18,CUST7984,Female,47,Premium,Silver,Tamil Nadu,Chennai,South,iPhone,Apple,5,33427,28926,10,150421.5,144630,5791.5,3.85,EMI,Cancelled
ORD101848,2025-03-12,CUST5881,Male,58,Small Business,Silver,Delhi,New Delhi,North,Smart TV,LG,4,25067,21573,20,80214.4,86292,-6077.6,-7.58,EMI,Delivered
ORD101849,2021-05-24,CUST7004,Female,59,Small Business,Platinum,Delhi,New Delhi,North,Soundbar,JBL,4,49781,38142,10,179211.6,152568,26643.6,14.87,Debit Card,Delivered
ORD101850,2022-04-15,CUST6311,Male,58,Small Business,Silver,West Bengal,Kolkata,East,Water Purifier,Kent,5,80819,70376,0,404095,351880,52215,12.92,EMI,Delivered
ORD101851,2021-09-03,CUST1273,Male,25,Small Business,Gold,West Bengal,Kolkata,East,Smart TV,Samsung,3,11080,8828,10,29916,26484,3432,11.47,EMI,Delivered
ORD101852,2023-05-17,CUST8884,Male,25,Premium,Silver,Karnataka,Bengaluru,South,Tablet,Samsung,5,60130,49568,0,300650,247840,52810,17.57,EMI,Delivered
ORD101853,2024-08-20,CUST7092,Male,31,Small Business,Gold,Gujarat,Ahmedabad,West,MacBook,Apple,5,81204,62112,0,406020,310560,95460,23.51,Credit Card,Delivered
ORD101854,2023-02-01,CUST2641,Male,34,Corporate,Silver,Tamil Nadu,Chennai,South,Air Fryer,Philips,2,40407,28132,0,80814,56264,24550,30.38,Debit Card,Delivered
ORD101855,2023-02-22,CUST8796,Female,45,Small Business,Gold,Karnataka,Bengaluru,South,Washing Machine,LG,5,37953,27834,20,151812,139170,12642,8.33,EMI,Delivered
ORD101856,2021-09-01,CUST3660,Male,32,Small Business,Silver,Andhra Pradesh,Vijayawada,South,Earbuds,Samsung,2,49769,35555,10,89584.2,71110,18474.2,20.62,Net Banking,Delivered
ORD101857,2022-08-27,CUST9095,Female,23,Retail,Gold,Delhi,New Delhi,North,Bluetooth Speaker,JBL,5,66692,48754,5,316787,243770,73017,23.05,UPI,Delivered
ORD101858,2022-12-16,CUST6762,Male,45,Corporate,Silver,Karnataka,Bengaluru,South,Air Conditioner,Daikin,5,87997,75580,10,395986.5,377900,18086.5,4.57,Net Banking,Delivered
ORD101859,2024-05-25,CUST1807,Male,44,Premium,Silver,West Bengal,Kolkata,East,Monitor,Dell,5,34384,25342,5,163324,126710,36614,22.42,UPI,Delivered
ORD101860,2024-12-09,CUST2096,Female,56,Corporate,Silver,Telangana,Hyderabad,South,Laptop,Dell,3,20158,13176,0,60474,39528,20946,34.64,Debit Card,Delivered
ORD101861,2024-10-29,CUST4504,Female,54,Corporate,Platinum,Delhi,New Delhi,North,Microwave,Panasonic,1,76006,52170,20,60804.8,52170,8634.8,14.2,Debit Card,Delivered
ORD101862,2022-08-27,CUST3169,Female,26,Small Business,Silver,Delhi,New Delhi,North,Smart TV,LG,1,66594,50757,15,56604.9,50757,5847.9,10.33,Credit Card,Delivered
ORD101863,2021-05-27,CUST2181,Female,62,Small Business,Gold,Tamil Nadu,Chennai,South,iPad,Apple,2,13452,9139,5,25558.8,18278,7280.8,28.49,Net Banking,Delivered
ORD101864,2025-12-14,CUST4029,Female,24,Corporate,Gold,West Bengal,Kolkata,East,OLED TV,Sony,4,32559,23553,15,110700.6,94212,16488.6,14.89,UPI,Delivered
ORD101865,2022-02-25,CUST8719,Female,34,Corporate,Gold,Delhi,New Delhi,North,Earbuds,Apple,5,38688,31345,15,164424,156725,7699,4.68,Credit Card,Delivered
ORD101866,2023-07-13,CUST1609,Female,41,Premium,Gold,Tamil Nadu,Chennai,South,Air Conditioner,Daikin,5,20403,13810,10,91813.5,69050,22763.5,24.79,Debit Card,Delivered
ORD101867,2023-03-02,CUST7247,Male,29,Corporate,Silver,Gujarat,Ahmedabad,West,Gaming Console,Sony,2,79178,51720,20,126684.8,103440,23244.8,18.35,Credit Card,Delivered
ORD101868,2022-10-14,CUST2574,Female,37,Small Business,Silver,Gujarat,Ahmedabad,West,OLED TV,Sony,4,70772,54833,0,283088,219332,63756,22.52,UPI,Returned
ORD101869,2025-08-03,CUST7202,Male,39,Small Business,Platinum,Delhi,New Delhi,North,Air Fryer,Philips,2,87390,70961,20,139824,141922,-2098,-1.5,UPI,Delivered
ORD101870,2022-10-14,CUST2235,Male,21,Small Business,Silver,West Bengal,Kolkata,East,iPad,Apple,5,35939,24487,5,170710.25,122435,48275.25,28.28,UPI,Delivered
ORD101871,2022-05-25,CUST1306,Female,35,Small Business,Platinum,Tamil Nadu,Chennai,South,Smart Watch,Apple,4,72942,63764,0,291768,255056,36712,12.58,Credit Card,Delivered
ORD101872,2022-07-14,CUST9180,Male,42,Corporate,Silver,Tamil Nadu,Chennai,South,Microwave,Panasonic,1,31800,25321,5,30210,25321,4889,16.18,Debit Card,Returned
ORD101873,2023-04-21,CUST8552,Male,38,Corporate,Platinum,Maharashtra,Mumbai,West,OnePlus Phone,OnePlus,2,89663,73511,5,170359.7,147022,23337.7,13.7,EMI,Delivered
ORD101874,2022-12-04,CUST2821,Male,26,Retail,Platinum,Gujarat,Ahmedabad,West,Water Purifier,Kent,2,30271,23973,10,54487.8,47946,6541.8,12.01,Credit Card,Delivered
ORD101875,2023-10-19,CUST8017,Male,54,Small Business,Silver,Telangana,Hyderabad,South,Monitor,Dell,2,21383,18775,0,42766,37550,5216,12.2,EMI,Delivered
ORD101876,2025-05-14,CUST7672,Male,43,Small Business,Silver,Telangana,Hyderabad,South,Laptop,HP,5,19385,14946,0,96925,74730,22195,22.9,Credit Card,Delivered
ORD101877,2025-10-13,CUST3796,Female,49,Corporate,Silver,Gujarat,Ahmedabad,West,Air Conditioner,Voltas,4,40150,33983,20,128480,135932,-7452,-5.8,UPI,Delivered
ORD101878,2024-12-16,CUST8877,Male,34,Retail,Platinum,Tamil Nadu,Chennai,South,Air Conditioner,Daikin,3,18167,14033,5,51775.95,42099,9676.95,18.69,EMI,Returned
ORD101879,2022-10-05,CUST8173,Female,43,Small Business,Gold,Andhra Pradesh,Vijayawada,South,Laptop,Lenovo,4,4585,3739,20,14672,14956,-284,-1.94,Debit Card,Delivered
ORD101880,2021-12-08,CUST2699,Female,62,Corporate,Platinum,West Bengal,Kolkata,East,Smart Watch,Apple,1,55003,45254,0,55003,45254,9749,17.72,Debit Card,Delivered
